report_date,total_redeem_amt,tftobal_amt,category1,category2,category3,category4,card0,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11
20140805,897361213,109690601,80102576,52980904,52570000,50055885,0,200474923,43540581,58730953,51827777,61436750,64922829,15471157,16168337,12038459,17995162,9354319
20140806,947075352,121876933,90022567,55851381,2550000,47840305,0,320384765,19893400,28944286,39185845,57902247,85456794,22983711,10428107,21771479,12936577,9046955
20140807,882729873,116451848,79036351,47848970,32326000,47294872,0,252037567,30137024,23367234,50332368,62565233,75910827,16271679,5650741,18852193,16350205,8296761
20140808,851218048,115042769,70973627,56058076,33260000,49118766,0,211044748,46184835,24996031,43992763,52299871,72498184,22937058,12016932,15800640,15125947,9867801
20140809,484325037,93980440,46162069,49072642,2192000,45654019,0,55576907,12826083,24195093,26035278,38637830,39160079,5003206,9415594,15175338,12037577,9200882
20140810,580817826,76366749,70216044,40045442,760000,38841057,0,148512032,20615914,28196578,22397992,22752392,53320195,13617481,10037000,15455344,11636916,8046690
20140811,984754135,146591956,74372739,50898814,24931000,54602819,0,282794078,29551195,31003388,49817128,92810270,76631103,11839287,15203911,15606790,15315894,12783763
20140812,920748714,108651704,74313455,45200799,11111200,70808370,0,320248646,34820637,24269511,51254526,60818884,54639019,20488566,11955220,13845680,9118698,9203799
20140813,975119140,128961279,63393736,59092823,1600000,51842461,0,321139421,29892270,30800228,76298413,95462929,49342809,20676543,11712925,11864944,15516058,7522301
20140814,705762970,110484844,49626416,42741132,4888000,40066528,0,168855946,19199656,35755985,51266882,50439180,61600838,14871069,17849344,15308435,13936383,8872332
20140815,884441565,109768094,52200922,60381079,3880000,46369601,0,292491429,16876923,22666129,39197409,101879365,70781670,17204386,10503559,13859933,13293571,13087495
20140816,566391077,104184040,48163716,49877329,800000,48492233,0,107348176,23359692,19315558,13790429,32931242,50224487,10434940,13203496,15421246,15752954,13091539
20140817,585473885,133861520,39995333,44275935,906000,41884106,0,124302398,5631247,47254230,13118032,40722074,37535426,9757693,6704277,16551987,11940833,11032794
20140818,922452477,166336982,58890277,56959821,3101000,86373585,0,231187301,16570263,50397343,19699496,57587537,91947927,14811710,20584460,17027412,21784826,9192537
20140819,855032325,76993528,61130966,51050187,51573000,118671705,0,231186162,7885642,21080787,50276312,64418839,48147822,16286095,15121927,17458371,13097303,10653679
20140820,943317343,96885437,84569187,54822407,981000,147973856,0,259602059,13168094,39592220,63516288,64286670,50139488,10965968,16806613,11900144,16464894,11643018
20140821,839713550,95314863,75322672,76770448,5540000,122225251,0,156295658,15357696,53440959,44255497,58741688,57457589,14483516,15304139,26768089,12323201,10112284
20140822,835619837,103599383,87403590,61963832,1500000,122488447,0,199723756,19327127,34874729,41446537,31997269,59218388,15255910,18189695,16041121,14335092,8254961
20140823,656975450,83730139,92643057,49247436,103200,125086060,0,106532874,13928743,12290163,17420022,43849969,51389092,13949803,7585419,9901375,16830149,12487949
20140824,701666873,78978094,107309146,41434063,5211000,103731287,0,144336968,19535609,26556575,28746731,33784052,48759497,6279993,13312695,20279149,13658066,9753948
20140825,1094037469,124032737,102928381,43972422,8990000,157333698,0,306855376,41391886,26278535,48787637,70852651,82426728,18391714,21482317,11765206,18812250,9735931
20140826,1111797355,91358829,73216320,53955375,5591000,144052114,0,433705525,28927302,44526323,44335278,56787417,58210348,15998141,8298465,21157506,21094493,10582919
20140827,1300270662,123127330,88342585,75382337,65750000,118833239,0,494924638,50549308,45163764,39254975,60262450,62083046,18364446,13249497,16994341,18822424,9166282
20140828,1149305485,115074028,89843505,64201027,12750000,149159918,0,323579788,33866356,44146657,58992413,93579164,84933522,19512010,11902138,17434032,19522600,10808327
20140829,991031071,120768291,64452230,67735826,3700000,155314053,0,248425299,9630981,47162204,65351991,56685560,67956228,19353007,17459939,14558542,18790037,13686883
20140830,702002710,84289315,51812162,31033326,74835509,127132973,0,96639672,20648778,13899384,29589379,59082295,44385583,7166516,12947531,14718755,19831879,13989653
20140831,758726116,94574934,62724414,57501492,6217678,126175285,0,173794950,19186697,52784332,28881809,20148453,44788627,11373773,14398978,15338115,18961762,11874817
