report_date,total_redeem_amt,tftobal_amt,category1,category2,category3,category4,card0,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,
20140730,771976977,136993085,69736699,48438152,28497894,53592214,0,92911813,33850004,34693663,80702581,53910297,62301990,26760455,18044430,9512719,13949104,8081877,
20140731,1074543652,164763759,66452367,60020945,94901000,56113937,0,273505875,42291325,41553524,46554519,67841384,74343440,16740875,20805164,21059147,16021997,11574394,
20140801,834828938,154166914,76041619,62152090,11410000,45721249,0,173564232,32996328,54914311,38691165,48353523,68903016,11614374,12619327,18380179,13766595,11534016,
20140802,601688837,123485598,80863879,48511142,646265,44287823,0,91098174,13510953,18235264,36756988,25820130,51345926,7303311,19008429,10801736,18465271,11547948,
20140803,602822245,85556631,78851444,58356504,2300000,33647002,0,121091263,45104180,12097862,23514433,29334634,53573592,15833058,7523770,8998114,16046843,10992915,
20140804,950468962,128901544,73312639,72291917,28400000,47996391,0,191063222,42502416,43108599,70671288,78884871,102999538,19077061,10732351,14683746,15418341,10425038,
20140805,1007741191,134725271,76382875,63814512,48610000,49734663,0,258133441,45878865,54944564,71567066,73539289,69645987,11453751,12060130,15377107,12445252,9428418,
20140806,860487112,114981132,73279172,51270184,12881000,47977517,0,201275269,28545196,45971487,72245375,88732678,62296596,10935375,11886766,16236793,14292726,7679846,
20140807,799809388,130075150,57514519,62599188,14820000,54210967,0,164597623,30716438,33937667,33155549,70918281,77287562,16789065,20019147,11725922,11511736,9930574,
20140808,992934026,145034184,78966056,60809047,14500000,49296874,0,275340971,77603537,28079176,47128640,64967997,72518568,23741725,9481873,13765793,17886622,13812963,
20140809,503104994,61405703,49161798,49861770,1401000,35513740,0,97274737,17622139,11718002,35607789,35602285,42489656,15740010,13063655,12352913,13548381,10741416,
20140810,568087618,106498006,55756798,42694726,0,37515158,0,98445096,42412315,13677024,28257641,37644931,49250974,12593752,12438660,11678334,9900148,9324055,
20140811,1071989217,161699066,88304725,57245061,30800000,51887448,0,324203736,38347235,31774808,40295433,88907237,91727603,13876710,13377423,14103554,16951044,8488134,
20140812,1075892152,172042179,78511835,73688120,11160000,58552869,0,259756872,39086636,44227601,88755090,93109403,92761739,11826535,18745486,14176219,11488453,8003115,
20140813,901474297,168578493,54573858,49636487,1921000,48008733,0,236787518,34306958,34376669,36736329,69436109,91205027,22083357,25002059,11602431,9535773,7683496,
20140814,926843674,147373718,65605159,53621309,7600000,56371490,0,253439877,45706296,36907856,48259480,60791390,71068069,15548007,19643424,16656273,17766490,10484836,
20140815,848779399,152434120,48487654,56036567,1010000,43324538,0,179971406,57817491,25217857,62306944,68983555,76835841,11261596,18261748,17375038,18616559,10838485,
20140816,523051253,104268104,44478957,46735041,3200000,44857761,0,98904664,22815058,16605633,9399344,24925994,39354646,19751868,10641032,12044488,14104221,10964442,
20140817,705055974,105404125,34426378,39797976,401000,43062377,0,266331290,25151783,34147861,35994850,25566972,40981680,7983874,9221744,11185083,16690537,8708444,
20140818,920043938,139784807,55184165,63588421,11510000,89272117,0,245423984,26810801,31685385,31570913,52319407,96965968,12053626,19367180,17350428,15585133,11571603,
20140819,1000976790,140437811,59890322,42221007,17252648,150165093,0,237096511,52565616,54121928,48933599,52800392,76678037,20540237,16435656,9063141,13544383,9230409,
20140820,911442059,105406009,99659100,68745170,2720000,111021296,0,228892898,38163098,32349379,41355176,62512570,59346521,11895631,14246349,12579885,11439959,11109018,
20140821,916711558,93186006,95162707,62214448,12705000,133032920,0,269093631,17943276,30765523,21756471,62282584,54151875,9374631,17535531,12979932,15663662,8863361,
20140822,794030896,76834141,75812980,58343257,2014800,140680860,0,171597414,11457054,42584386,48327458,52281376,49324876,7931804,15995411,14084796,16910461,9849822,
20140823,599571830,64887108,86832353,51013674,5800000,88060286,0,78439563,14239948,31829241,26406683,34918650,47295543,12229367,10437282,9951416,24332749,12897967,
20140824,721819390,83804748,88406875,53828719,2050000,98850501,0,123661332,22740996,49741593,31319328,48752738,51355502,9868403,16083567,11530166,18380324,11444598,
20140825,1217948897,98865960,112957117,83115027,8730000,145403423,0,337427619,50435763,87699090,50771176,60398407,90932237,24695722,19964304,17708305,18675941,10168806,
20140826,1220808633,129750112,94052392,56958236,8900000,148651137,0,443245566,26135575,59286124,58415051,40531564,84337690,15205122,19310941,11301632,16097480,8630011,
20140827,1155353396,94569200,75660511,61104012,42760541,135762961,0,410655611,36326144,40635008,29540813,53320781,104699492,17038073,14798144,11507135,17076698,9898272,
20140828,1366819792,96757258,82897585,80365657,22820000,152539939,0,509860057,63108057,50141638,56946446,83847640,88567464,20203695,19210327,11329495,17689039,10535495,
20140829,1003932959,92100045,62960383,74359392,2510000,144161170,0,272976726,53696043,27004994,45715002,59755316,65413817,25016198,18705885,22985468,20681319,15891201,
20140830,582508049,58579982,63243716,36998743,6503429,132605784,0,73952770,19314680,23228887,22716554,43853976,43083754,8277719,8625181,12484932,15769322,13268620,
20140831,726223071,79593103,55919204,49725568,2500000,153651639,0,132184112,20123575,25420729,36182302,59313505,33122297,17835361,8531499,12297803,21587236,18235138,
20140901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
